229692770492	bench.blow5
26803944	bench.blow5.idx
459317769375	bench.slow5
26803944	bench.slow5.idx
134406402360	bench_gz.blow5
26803944	bench_gz.blow5.idx
823497354059	slow5_total
167635861304	fast5_total
